assembly	protein	gene_product	database	contig	coordinates	nearest_mobile_element_bp	mobile_adjacent_5kb	mobile_adjacent_10kb	context_call_10kb	adjacent_mobile_features
GCF_050485635.1	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa	CARD	NZ_CP174854.1	22332-23126	3043	1	1	MOBILE-ADJACENT	IS1182-like element IS1182 family transposase; IS6-like element IS1216 family transposase
GCF_050485635.1	WP_001255866.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	CARD;CARD	NZ_CP174854.1	20792-21700	2001	1	1	MOBILE-ADJACENT	IS1182-like element IS1182 family transposase; IS6-like element IS1216 family transposase
GCF_050485635.1	WP_001280781.1	vancomycin resistance response regulator transcription factor VanR-A	CARD	NZ_CP174855.1	14271-14966	221	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; MobV family relaxase; Tn3 family transposase
GCF_050485635.1	WP_001812592.1	D-Ala-D-Ala carboxypeptidase VanY-A	CARD	NZ_CP174855.1	7929-8840	450	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485635.1	WP_002305818.1	vancomycin resistance histidine kinase VanS-A	CARD	NZ_CP174855.1	13139-14293	894	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; Tn3 family transposase; recombinase family protein
GCF_050485635.1	WP_002322211.1	trimethoprim-resistant dihydrofolate reductase DfrF	CARD	NZ_CP174856.1	2614196-2614690	3609	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485635.1	WP_002358140.1	multidrug efflux MFS transporter EmeA	CARD	NZ_CP174856.1	1087821-1088975	70687	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002360302.1	trimethoprim-sensitive dihydrofolate reductase	CARD	NZ_CP174856.1	1573678-1574172	37030	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002365367.1	serine/threonine protein kinase IreK	CARD	NZ_CP174856.1	3023498-3025654	47184	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002370529.1	ABC-F type ribosomal protection protein Lsa(A)	CARD	NZ_CP174856.1	2660714-2662210	41222	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002414139.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_CP174856.1	2843033-2844760	11898	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_049097722.1	trimethoprim-resistant dihydrofolate reductase DfrF	CARD	NZ_CP174856.1	1804859-1805332	3609	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485635.1	WP_216416653.1	D-Ala-D-Ala dipeptidase VanX	CARD;CARD	NZ_CP174855.1	10318-10926	120	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; Tn3 family transposase; recombinase family protein
GCF_050485635.1	WP_429863580.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	CARD	NZ_CP174855.1	5913-6674	2449	1	1	MOBILE-ADJACENT	IS30-like element IS1252 family transposase; IS6-like element IS1216 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485635.1	WP_002355633.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_CP174856.1	767051-767644	98901	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002356646.1	undecaprenyl pyrophosphate synthase	VFDB	NZ_CP174856.1	2413213-2414028	73424	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002356954.1	Mn/Fe ABC transporter substrate-binding lipoprotein EfaA	VFDB	NZ_CP174856.1	2049566-2050492	34003	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002357513.1	BMC domain-containing protein	VFDB	NZ_CP174856.1	1623848-1624138	19593	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002359680.1	phosphatidate cytidylyltransferase	VFDB	NZ_CP174856.1	2412416-2413216	74236	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002359687.1	UDP-galactopyranose mutase	VFDB	NZ_CP174856.1	2401740-2402879	84573	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002362627.1	ABC transporter permease	VFDB	NZ_CP174856.1	2399559-2400371	87081	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002367100.1	casular polysaccharide biosynthesis protein CpsF	VFDB	NZ_CP174856.1	2405834-2406685	80767	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002369249.1	quorum-sensing system protein FsrB	VFDB	NZ_CP174856.1	1815188-1815916	5054	0	1	MOBILE-ADJACENT	
GCF_050485635.1	WP_002369251.1	gelatinase GelE	VFDB	NZ_CP174856.1	1812081-1813613	1947	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485635.1	WP_002369252.1	serine proteinase SprE	VFDB	NZ_CP174856.1	1811178-1812032	1044	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485635.1	WP_002370472.1	glycosyltransferase family A protein	VFDB	NZ_CP174856.1	2409289-2410755	76697	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002370473.1	CDP-glycerol glycerophosphotransferase family protein	VFDB	NZ_CP174856.1	2410774-2411943	75509	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002371340.1	Ebp pilus assembly class C sortase	VFDB	NZ_CP174856.1	1103637-1104491	55171	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002371343.1	endocarditis and biofilm-associated pilus minor subunit EbpB	VFDB	NZ_CP174856.1	1100233-1101663	57999	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002371344.1	endocarditis and biofilm-associated pilus tip protein EbpA	VFDB	NZ_CP174856.1	1096765-1100229	59433	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002386893.1	GHKL domain-containing protein, partial	VFDB	NZ_CP174856.1	1813848-1815191	3714	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485635.1	WP_002387128.1	lipoprotein CpsH	VFDB	NZ_CP174856.1	2402938-2403336	84116	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002387129.1	glycosyltransferase family 2 protein	VFDB	NZ_CP174856.1	2406709-2409219	78233	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002391973.1	ATP-binding cassette domain-containing protein	VFDB	NZ_CP174856.1	2400371-2401756	85696	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002399773.1	hyaluronate lyase HylB	VFDB	NZ_CP174856.1	816680-819694	46851	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_002402863.1	endocarditis and biofilm-associated pilus major subunit EbpC	VFDB	NZ_CP174856.1	1101660-1103543	56119	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_010815841.1	UDP-N-acetylmuramate dehydrogenase	VFDB	NZ_CP174856.1	2403354-2405807	81645	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_011109506.1	response regulator transcription factor FsrA	VFDB	NZ_CP174856.1	1816005-1816736	5871	0	1	MOBILE-ADJACENT	
GCF_050485635.1	WP_105223295.1	collagen-binding MSCRAMM adhesin Ace	VFDB	NZ_CP174856.1	1107573-1109597	50065	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_202502744.1	EF3023 family LPXTG-anchored polysaccharide lyase	VFDB	NZ_CP174856.1	2933460-2937578	102325	0	0	no mobile element within 10 kb	
GCF_050485635.1	WP_429864047.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CP174856.1	1890422-1893649	6450	0	1	MOBILE-ADJACENT	
GCF_050485635.1	WP_429864081.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CP174856.1	2260723-2263947	5718	0	1	MOBILE-ADJACENT	
GCF_050485635.1	WP_429864176.1	LacI family transcriptional regulator BopD	VFDB	NZ_CP174856.1	954075-955085	86358	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002357568.1	trimethoprim-sensitive dihydrofolate reductase	CARD	NZ_CP149536.1	1711666-1712160	21441	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002358140.1	multidrug efflux MFS transporter EmeA	CARD	NZ_CP149536.1	1221225-1222379	72814	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002364936.1	tetracycline resistance ribosomal protection protein Tet(M)	CARD;CARD	NZ_CP149536.1	952233-954152	377	1	1	MOBILE-ADJACENT	excisionase; tyrosine-type recombinase/integrase
GCF_055814325.1	WP_002370103.1	serine/threonine protein kinase IreK	CARD	NZ_CP149536.1	2989933-2992089	45436	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002378632.1	ABC-F type ribosomal protection protein Lsa(A)	CARD	NZ_CP149536.1	2635842-2637338	97137	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002415211.1	chloramphenicol/florfenicol efflux MFS transporter FexB	CARD	NZ_CP149537.1	3720-5129	404	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; Mu transposase C-terminal domain-containing protein; recombinase family protein
GCF_055814325.1	WP_002415638.1	ABC-F type ribosomal protection protein PoxtA	CARD	NZ_CP149537.1	27251-28879	54	1	1	MOBILE-ADJACENT	IS30-like element IS1252 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_055814325.1	WP_010710228.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_CP149536.1	2802250-2803977	61648	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_018659192.1	lincosamide nucleotidyltransferase Lnu(B)	CARD	NZ_CP149536.1	3085333-3086136	226	1	1	MOBILE-ADJACENT	IS4 family transposase
GCF_055814325.1	WP_053863316.1	ABC-F type ribosomal protection protein Lsa(E)	CARD	NZ_CP149536.1	3086190-3087674	1083	1	1	MOBILE-ADJACENT	IS4 family transposase
GCF_055814325.1	WP_002355633.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_CP149536.1	745884-746477	142341	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002356646.1	undecaprenyl pyrophosphate synthase	VFDB	NZ_CP149536.1	2453923-2454738	100075	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002357513.1	BMC domain-containing protein	VFDB	NZ_CP149536.1	1764424-1764714	19593	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002358181.1	lanthipeptide cytolysin subunit CylL-S	VFDB	NZ_CP149536.1	442133-442324	1669	1	1	MOBILE-ADJACENT	IS256 family transposase; IS6 family transposase
GCF_055814325.1	WP_002358485.1	lanthipeptide cytolysin subunit CylL-L	VFDB	NZ_CP149536.1	441893-442099	1429	1	1	MOBILE-ADJACENT	IS256 family transposase; IS6 family transposase
GCF_055814325.1	WP_002358859.1	LacI family transcriptional regulator BopD	VFDB	NZ_CP149536.1	924475-925485	8718	0	1	MOBILE-ADJACENT	
GCF_055814325.1	WP_002359680.1	phosphatidate cytidylyltransferase	VFDB	NZ_CP149536.1	2453126-2453926	99278	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002360002.1	Mn/Fe ABC transporter substrate-binding lipoprotein EfaA	VFDB	NZ_CP149536.1	2123202-2124128	34671	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002362627.1	ABC transporter permease	VFDB	NZ_CP149536.1	2440268-2441080	86420	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002367100.1	casular polysaccharide biosynthesis protein CpsF	VFDB	NZ_CP149536.1	2446543-2447394	92695	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002368282.1	site-2 protease family protein	VFDB	NZ_CP149536.1	448758-449741	8294	0	1	MOBILE-ADJACENT	
GCF_055814325.1	WP_002368283.1	S8 family serine peptidase	VFDB	NZ_CP149536.1	447519-448757	7055	0	1	MOBILE-ADJACENT	
GCF_055814325.1	WP_002370235.1	LPXTG-anchored aggregation substance	VFDB;VFDB;VFDB;VFDB	NZ_CP149536.1	404642-408547	3767	1	1	MOBILE-ADJACENT	tyrosine-type recombinase/integrase
GCF_055814325.1	WP_002370927.1	peptidase domain-containing ABC transporter	VFDB	NZ_CP149536.1	445378-447522	4914	1	1	MOBILE-ADJACENT	IS6 family transposase
GCF_055814325.1	WP_002370929.1	type 2 lanthipeptide synthetase LanM family protein	VFDB	NZ_CP149536.1	442385-445366	1921	1	1	MOBILE-ADJACENT	IS256 family transposase; IS6 family transposase
GCF_055814325.1	WP_002370931.1	cytolysin regulator CylR2	VFDB	NZ_CP149536.1	441289-441489	825	1	1	MOBILE-ADJACENT	IS256 family transposase; IS6 family transposase
GCF_055814325.1	WP_002376666.1	UDP-galactopyranose mutase	VFDB	NZ_CP149536.1	2442449-2443588	88601	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002378172.1	endocarditis and biofilm-associated pilus tip protein EbpA	VFDB	NZ_CP149536.1	1229545-1233009	62184	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002378173.1	endocarditis and biofilm-associated pilus minor subunit EbpB	VFDB	NZ_CP149536.1	1233013-1234443	60750	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002378174.1	endocarditis and biofilm-associated pilus major subunit EbpC	VFDB	NZ_CP149536.1	1234440-1236323	58870	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002378175.1	Ebp pilus assembly class C sortase	VFDB	NZ_CP149536.1	1236417-1237274	57919	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002378177.1	collagen binding domain-containing protein	VFDB	NZ_CP149536.1	1243548-1245431	49762	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002378569.1	UDP-N-acetylmuramate dehydrogenase	VFDB	NZ_CP149536.1	2444063-2446516	90215	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002378572.1	glycosyltransferase family A protein	VFDB	NZ_CP149536.1	2449998-2451464	96150	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002387127.1	ATP-binding cassette domain-containing protein	VFDB	NZ_CP149536.1	2441080-2442465	87232	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002387128.1	lipoprotein CpsH	VFDB	NZ_CP149536.1	2443647-2444045	89799	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002401894.1	CDP-glycerol glycerophosphotransferase family protein	VFDB	NZ_CP149536.1	2451483-2452652	97635	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_002401895.1	glycosyltransferase family 2 protein	VFDB	NZ_CP149536.1	2447418-2449928	93570	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_010819836.1	LPXTG-anchored aggregation substance	VFDB;VFDB;VFDB;VFDB	NZ_CP149536.1	974893-978810	4405	1	1	MOBILE-ADJACENT	
GCF_055814325.1	WP_104669501.1	LPXTG-anchored aggregation substance	VFDB;VFDB;VFDB;VFDB	NZ_CP149536.1	129059-132943	10172	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_105223175.1	LPXTG-anchored aggregation substance Asa1	VFDB;VFDB;VFDB	NZ_CP149538.1	50294-54184	6017	0	1	MOBILE-ADJACENT	
GCF_055814325.1	WP_224561187.1	polysaccharide lyase family 8 super-sandwich domain-containing protein	VFDB	NZ_CP149536.1	2901676-2906007	26620	0	0	no mobile element within 10 kb	
GCF_055814325.1	WP_227264186.1	Rib/alpha-like domain-containing protein	VFDB	NZ_CP149536.1	454405-459780	2089	1	1	MOBILE-ADJACENT	IS30-like element ISEnfa364 family transposase; recombinase family protein
GCF_055814325.1	WP_229022117.1	Rib/alpha-like domain-containing protein	VFDB	NZ_CP149536.1	1049682-1054799	2090	1	1	MOBILE-ADJACENT	IS30-like element ISEnfa364 family transposase; recombinase family protein
GCF_056485845.1	WP_000067268.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	CARD	NZ_CM151291.1	2268999-2269781	538	1	1	MOBILE-ADJACENT	site-specific integrase; tyrosine-type recombinase/integrase
GCF_056485845.1	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	CARD;CARD	NZ_CM151291.1	63423-63920	3682	1	1	MOBILE-ADJACENT	site-specific integrase
GCF_056485845.1	WP_001038796.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	CARD	NZ_JBVVMA010000003.1	48631-49368	2037	1	1	MOBILE-ADJACENT	IS6 family transposase; IS6-like element IS1216 family transposase; ISL3-like element ISEfa11 family transposase
GCF_056485845.1	WP_001072201.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	CARD;CARD	NZ_CM151291.1	2268142-2268873	1446	1	1	MOBILE-ADJACENT	site-specific integrase; tyrosine-type recombinase/integrase
GCF_056485845.1	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa	CARD	NZ_JBVVMA010000003.1	50118-50912	589	1	1	MOBILE-ADJACENT	IS6 family transposase; IS6-like element IS1216 family transposase; ISL3-like element ISEfa11 family transposase
GCF_056485845.1	WP_002289795.1	aminoglycoside 6'-N-acetyltransferase	CARD	NZ_CM151291.1	2373078-2373626	3133	1	1	MOBILE-ADJACENT	ISL3-like element ISEfa5 family transposase
GCF_056485845.1	WP_002291207.1	multidrug efflux MFS transporter EfmA	CARD	NZ_CM151291.1	611246-612532	19848	0	0	no mobile element within 10 kb	
GCF_056485845.1	WP_002296290.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_CM151291.1	2261973-2263703	6616	0	1	MOBILE-ADJACENT	
GCF_056485845.1	WP_002302681.1	ABC-F type ribosomal protection protein Msr(C)	CARD	NZ_CM151291.1	2890371-2891849	6407	0	1	MOBILE-ADJACENT	
GCF_056485845.1	WP_002317266.1	D-Ala-D-Ala dipeptidase VanX-B	CARD	NZ_CM151291.1	683060-683668	358	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; IS3-like element ISEnfa3 family transposase; excisionase
GCF_056485845.1	WP_002317268.1	D-lactate dehydrogenase VanH-B	CARD	NZ_CM151291.1	681062-682033	409	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; IS3-like element ISEnfa3 family transposase; excisionase
GCF_056485845.1	WP_002330522.1	VanY-B/VanY-G family D-Ala-D-Ala carboxypeptidase	CARD	NZ_CM151291.1	677636-678442	961	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; plasmid mobilization protein; relaxase/mobilization nuclease domain-containing protein
GCF_056485845.1	WP_021414738.1	tetracycline resistance ribosomal protection protein Tet(M)	CARD;CARD	NZ_CM151291.1	2768342-2770261	24	1	1	MOBILE-ADJACENT	site-specific integrase
GCF_056485845.1	WP_126145181.1	vancomycin resistance response regulator transcription factor VanR-B	CARD	NZ_CM151291.1	675460-676119	1902	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; plasmid mobilization protein; relaxase/mobilization nuclease domain-containing protein
GCF_056485845.1	WP_126145182.1	vancomycin resistance histidine kinase VanS-B	CARD	NZ_CM151291.1	676122-677465	1938	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; plasmid mobilization protein; relaxase/mobilization nuclease domain-containing protein
GCF_056485845.1	WP_126145183.1	D-alanine--(R)-lactate ligase VanB	CARD	NZ_CM151291.1	682026-683054	972	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; IS3-like element ISEnfa3 family transposase; excisionase
GCF_056485845.1	WP_002286379.1	LacI family DNA-binding transcriptional regulator	VFDB	NZ_CM151291.1	451193-452212	181	1	1	MOBILE-ADJACENT	ISL3-like element ISEfa5 family transposase
GCF_056485845.1	WP_002289238.1	collagen-binding MSCRAMM adhesin Acm	VFDB	NZ_CM151291.1	2386050-2388215	7996	0	1	MOBILE-ADJACENT	
GCF_056485845.1	WP_002289382.1	collagen-binding MSCRAMM adhesin Scm	VFDB	NZ_CM151291.1	3023979-3025961	7230	0	1	MOBILE-ADJACENT	
GCF_056485845.1	WP_002289402.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_CM151291.1	2258589-2259182	3721	1	1	MOBILE-ADJACENT	IS30 family transposase
GCF_056485845.1	WP_002296629.1	LPXTG-anchored fibrinogen/nidogen-binding adhesin SgrA	VFDB	NZ_CM151291.1	1746708-1747682	1883	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; ISL3 family transposase
GCF_056485845.1	WP_010729285.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CM151291.1	2930591-2933818	5248	0	1	MOBILE-ADJACENT	
GCF_056485845.1	WP_059355941.1	Rib/alpha-like domain-containing protein	VFDB	NZ_CM151291.1	2959904-2965831	1795	1	1	MOBILE-ADJACENT	DDE-type integrase/transposase/recombinase; IS3 family transposase; IS30 family transposase
GCF_056485875.1	WP_000067268.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	CARD	NZ_CM151293.1	2270890-2271672	538	1	1	MOBILE-ADJACENT	site-specific integrase; tyrosine-type recombinase/integrase
GCF_056485875.1	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	CARD;CARD	NZ_CM151293.1	63423-63920	3682	1	1	MOBILE-ADJACENT	site-specific integrase
GCF_056485875.1	WP_001038796.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	CARD	NZ_JBVVLZ010000003.1	41454-42191	2037	1	1	MOBILE-ADJACENT	IS6 family transposase; IS6-like element IS1216 family transposase; ISL3-like element ISEfa11 family transposase
GCF_056485875.1	WP_001072201.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	CARD;CARD	NZ_CM151293.1	2270033-2270764	1446	1	1	MOBILE-ADJACENT	site-specific integrase; tyrosine-type recombinase/integrase
GCF_056485875.1	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa	CARD	NZ_JBVVLZ010000003.1	39910-40704	589	1	1	MOBILE-ADJACENT	IS6 family transposase; IS6-like element IS1216 family transposase; ISL3-like element ISEfa11 family transposase
GCF_056485875.1	WP_002289795.1	aminoglycoside 6'-N-acetyltransferase	CARD	NZ_CM151293.1	2374969-2375517	3133	1	1	MOBILE-ADJACENT	ISL3-like element ISEfa5 family transposase
GCF_056485875.1	WP_002291207.1	multidrug efflux MFS transporter EfmA	CARD	NZ_CM151293.1	611246-612532	19848	0	0	no mobile element within 10 kb	
GCF_056485875.1	WP_002296290.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_CM151293.1	2263864-2265594	6616	0	1	MOBILE-ADJACENT	
GCF_056485875.1	WP_002302681.1	ABC-F type ribosomal protection protein Msr(C)	CARD	NZ_CM151293.1	2892262-2893740	6407	0	1	MOBILE-ADJACENT	
GCF_056485875.1	WP_002317266.1	D-Ala-D-Ala dipeptidase VanX-B	CARD	NZ_CM151293.1	683060-683668	358	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; IS3-like element ISEnfa3 family transposase; excisionase
GCF_056485875.1	WP_002317268.1	D-lactate dehydrogenase VanH-B	CARD	NZ_CM151293.1	681062-682033	409	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; IS3-like element ISEnfa3 family transposase; excisionase
GCF_056485875.1	WP_002330522.1	VanY-B/VanY-G family D-Ala-D-Ala carboxypeptidase	CARD	NZ_CM151293.1	677636-678442	961	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; plasmid mobilization protein; relaxase/mobilization nuclease domain-containing protein
GCF_056485875.1	WP_021414738.1	tetracycline resistance ribosomal protection protein Tet(M)	CARD;CARD	NZ_CM151293.1	2770233-2772152	24	1	1	MOBILE-ADJACENT	site-specific integrase
GCF_056485875.1	WP_126145181.1	vancomycin resistance response regulator transcription factor VanR-B	CARD	NZ_CM151293.1	675460-676119	1902	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; plasmid mobilization protein; relaxase/mobilization nuclease domain-containing protein
GCF_056485875.1	WP_126145182.1	vancomycin resistance histidine kinase VanS-B	CARD	NZ_CM151293.1	676122-677465	1938	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; plasmid mobilization protein; relaxase/mobilization nuclease domain-containing protein
GCF_056485875.1	WP_126145183.1	D-alanine--(R)-lactate ligase VanB	CARD	NZ_CM151293.1	682026-683054	972	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; IS3-like element ISEnfa3 family transposase; excisionase
GCF_056485875.1	WP_002286379.1	LacI family DNA-binding transcriptional regulator	VFDB	NZ_CM151293.1	451193-452212	181	1	1	MOBILE-ADJACENT	ISL3-like element ISEfa5 family transposase
GCF_056485875.1	WP_002289238.1	collagen-binding MSCRAMM adhesin Acm	VFDB	NZ_CM151293.1	2387941-2390106	7996	0	1	MOBILE-ADJACENT	
GCF_056485875.1	WP_002289382.1	collagen-binding MSCRAMM adhesin Scm	VFDB	NZ_CM151293.1	3025870-3027852	7230	0	1	MOBILE-ADJACENT	
GCF_056485875.1	WP_002289402.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_CM151293.1	2260480-2261073	3721	1	1	MOBILE-ADJACENT	IS30 family transposase
GCF_056485875.1	WP_002296629.1	LPXTG-anchored fibrinogen/nidogen-binding adhesin SgrA	VFDB	NZ_CM151293.1	1746708-1747682	1883	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; ISL3 family transposase
GCF_056485875.1	WP_010729285.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CM151293.1	2932482-2935709	5248	0	1	MOBILE-ADJACENT	
GCF_056485875.1	WP_059355941.1	Rib/alpha-like domain-containing protein	VFDB	NZ_CM151293.1	2961795-2967722	1795	1	1	MOBILE-ADJACENT	DDE-type integrase/transposase/recombinase; IS3 family transposase; IS30 family transposase
GCF_056485905.1	WP_000067268.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	CARD	NZ_CM151294.1	2234172-2234954	538	1	1	MOBILE-ADJACENT	site-specific integrase; tyrosine-type recombinase/integrase
GCF_056485905.1	WP_000402347.1	D-Ala-D-Ala dipeptidase VanX-A	CARD;CARD	NZ_JBVVLX010000003.1	40351-40959	176	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase
GCF_056485905.1	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	CARD;CARD	NZ_CM151294.1	63423-63920	3682	1	1	MOBILE-ADJACENT	site-specific integrase
GCF_056485905.1	WP_001028141.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	CARD	NZ_JBVVLX010000002.1	113263-114702	108	1	1	MOBILE-ADJACENT	IS256 family transposase; IS3 family transposase; IS3-like element ISEnfa3 family transposase
GCF_056485905.1	WP_001059542.1	D-lactate dehydrogenase VanH-A	CARD	NZ_JBVVLX010000003.1	38353-39321	1814	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_056485905.1	WP_001072201.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	CARD;CARD	NZ_CM151294.1	2233315-2234046	1446	1	1	MOBILE-ADJACENT	site-specific integrase; tyrosine-type recombinase/integrase
GCF_056485905.1	WP_001079845.1	D-alanine--(R)-lactate ligase VanA	CARD;CARD	NZ_JBVVLX010000003.1	39314-40345	790	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_056485905.1	WP_001280781.1	vancomycin resistance response regulator transcription factor VanR-A	CARD	NZ_JBVVLX010000003.1	36311-37006	152	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_056485905.1	WP_002289795.1	aminoglycoside 6'-N-acetyltransferase	CARD	NZ_CM151294.1	2339690-2340238	31522	0	0	no mobile element within 10 kb	
GCF_056485905.1	WP_002296290.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_CM151294.1	2227146-2228876	6616	0	1	MOBILE-ADJACENT	
