accession	n_GH_families	GH_families	all_families	n_cazymes_consensus	n_single_tool_dropped	n_rows_fallback
GCF_000203855.3	21	GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51	111	151	0
GCF_000210755.1	30	GH101;GH109;GH112;GH120;GH121;GH125;GH127;GH129;GH13;GH146;GH172;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH53;GH77;GH85	CBM13;CBM22;CBM32;CBM48;CBM50;CBM6;CBM61;CBM91;CE8;CE9;GH101;GH109;GH112;GH120;GH121;GH125;GH127;GH129;GH13;GH146;GH172;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH53;GH77;GH85;GT119;GT2;GT28;GT35;GT4;GT51;PL27	92	53	0
GCF_000213865.1	24	GH1;GH109;GH112;GH125;GH129;GH13;GH176;GH18;GH184;GH2;GH20;GH23;GH3;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH53;GH65;GH77;GH95	CBM25;CBM41;CBM48;CBM5;CBM61;CE2;CE20;CE4;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH176;GH18;GH184;GH2;GH20;GH23;GH3;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH53;GH65;GH77;GH95;GT119;GT2;GT28;GT35;GT4;GT51;PL27	79	47	0
GCF_000219455.1	24	GH101;GH109;GH112;GH120;GH121;GH127;GH129;GH13;GH172;GH184;GH2;GH20;GH23;GH27;GH3;GH30;GH31;GH32;GH36;GH42;GH43;GH5;GH51;GH77	CBM13;CBM22;CBM32;CBM48;CBM6;CBM91;CE8;CE9;GH101;GH109;GH112;GH120;GH121;GH127;GH129;GH13;GH172;GH184;GH2;GH20;GH23;GH27;GH3;GH30;GH31;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GT119;GT122;GT2;GT28;GT35;GT4;GT51	79	51	0
GCF_000220135.1	29	GH1;GH109;GH112;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH30;GH31;GH32;GH33;GH35;GH36;GH38;GH42;GH5;GH53;GH65;GH77;GH85;GH95	CBM25;CBM32;CBM41;CBM48;CBM5;CBM61;CE4;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH30;GH31;GH32;GH33;GH35;GH36;GH38;GH42;GH5;GH53;GH65;GH77;GH85;GH95;GT111;GT119;GT122;GT14;GT2;GT28;GT32;GT35;GT4;GT51	92	47	0
GCF_000220885.1	16	GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT1;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	79	50	0
GCF_000224965.2	16	GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT1;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	79	50	0
GCF_000233755.1	25	GH1;GH109;GH115;GH126;GH13;GH136;GH170;GH2;GH23;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH4;GH43;GH59;GH65;GH73;GH78;GH88	AA1;AA4;CBM32;CBM34;CBM48;CBM50;CBM67;CE1;CE4;CE9;GH1;GH109;GH115;GH126;GH13;GH136;GH170;GH2;GH23;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH4;GH43;GH59;GH65;GH73;GH78;GH88;GT111;GT113;GT119;GT122;GT125;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	100	80	0
GCF_000235705.1	8	GH1;GH13;GH170;GH25;GH3;GH4;GH65;GH73	CBM34;CBM50;CE4;CE6;CE9;GH1;GH13;GH170;GH25;GH3;GH4;GH65;GH73;GT119;GT2;GT26;GT28;GT4;GT51;GT8	41	74	0
GCF_000240765.1	16	GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT1;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	79	51	0
GCF_000247735.1	21	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT101;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	104	145	0
GCF_000253395.1	7	GH13;GH2;GH23;GH25;GH32;GH73;GH77	CBM50;CE1;CE4;CE9;GH13;GH2;GH23;GH25;GH32;GH73;GH77;GT113;GT119;GT125;GT2;GT28;GT35;GT4;GT51;GT8	40	56	0
GCF_000260335.1	8	GH1;GH13;GH2;GH32;GH33;GH36;GH65;GH73	CBM34;CBM40;CBM48;CBM50;CE4;CE9;GH1;GH13;GH2;GH32;GH33;GH36;GH65;GH73;GT111;GT113;GT119;GT125;GT2;GT28;GT32;GT35;GT4;GT51;GT8	55	74	0
GCF_000260715.1	13	GH1;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH43;GH5;GH51;GH77	CBM23;CBM25;CBM41;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH43;GH5;GH51;GH77;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	65	51	0
GCF_000262675.1	7	GH13;GH2;GH23;GH25;GH32;GH73;GH77	CBM50;CE1;CE4;CE9;GH13;GH2;GH23;GH25;GH32;GH73;GH77;GT119;GT2;GT28;GT35;GT4;GT51;GT8;GT92	43	53	0
GCF_000265095.1	24	GH1;GH101;GH110;GH112;GH123;GH129;GH13;GH136;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH33;GH36;GH42;GH43;GH5;GH51;GH84;GH89;GH95	CBM13;CBM32;CBM48;CBM50;CBM51;CE4;CE9;GH1;GH101;GH110;GH112;GH123;GH129;GH13;GH136;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH33;GH36;GH42;GH43;GH5;GH51;GH84;GH89;GH95;GT119;GT2;GT28;GT35;GT4;GT51	62	52	0
GCF_000269965.1	26	GH1;GH109;GH112;GH125;GH129;GH13;GH151;GH172;GH18;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH51;GH77;GH95	CBM48;CBM50;CE2;CE20;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH151;GH172;GH18;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH51;GH77;GH95;GT111;GT119;GT122;GT14;GT2;GT28;GT32;GT35;GT4;GT51;GT8;PL27	79	50	0
GCF_000277325.1	16	GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT1;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	78	50	0
GCF_000277345.1	16	GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT1;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	79	50	0
GCF_000283135.1	12	GH1;GH13;GH170;GH23;GH25;GH3;GH31;GH32;GH36;GH65;GH73;GH8	CBM32;CBM34;CE9;GH1;GH13;GH170;GH23;GH25;GH3;GH31;GH32;GH36;GH65;GH73;GH8;GT1;GT11;GT113;GT119;GT125;GT2;GT26;GT28;GT32;GT4;GT51;GT8	57	64	0
GCF_000338115.2	15	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78	AA10;AA4;CBM34;CBM48;CBM50;CBM67;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GT111;GT119;GT125;GT127;GT2;GT26;GT28;GT35;GT4;GT5;GT51	99	146	0
GCF_000344575.1	19	GH1;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92	AA10;CBM32;CBM34;CBM48;CBM5;CBM50;CBM91;CE20;CE4;CE9;GH1;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92;GT111;GT113;GT119;GT2;GT28;GT35;GT4;GT5;GT51;GT8	78	72	0
GCF_000347515.1	17	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	80	152	0
GCF_000359625.1	15	GH1;GH13;GH2;GH23;GH25;GH3;GH30;GH31;GH36;GH42;GH43;GH51;GH65;GH73;GH8	CBM50;CBM91;CE4;CE9;GH1;GH13;GH2;GH23;GH25;GH3;GH30;GH31;GH36;GH42;GH43;GH51;GH65;GH73;GH8;GT119;GT2;GT26;GT28;GT32;GT4;GT51	55	94	0
GCF_000388095.2	18	GH1;GH109;GH125;GH13;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88	AA4;AA7;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88;GT119;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	80	92	0
GCF_000389675.2	15	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT111;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	67	68	0
GCF_000397165.1	6	GH13;GH2;GH32;GH36;GH65;GH73	CBM50;GH13;GH2;GH32;GH36;GH65;GH73;GT111;GT113;GT119;GT125;GT14;GT2;GT28;GT4;GT51	37	75	0
GCF_000409675.1	11	GH1;GH13;GH2;GH25;GH3;GH31;GH32;GH4;GH65;GH70;GH73	AA4;CBM32;CBM34;CBM48;CBM50;CE4;CE9;GH1;GH13;GH2;GH25;GH3;GH31;GH32;GH4;GH65;GH70;GH73;GT111;GT119;GT122;GT127;GT14;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	54	50	0
GCF_000410795.1	17	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH43;GH65;GH73;GH78	AA10;AA4;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH43;GH65;GH73;GH78;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	97	141	0
GCF_000410995.1	12	GH13;GH2;GH23;GH25;GH31;GH36;GH53;GH65;GH68;GH70;GH73;GH8	CBM50;GH13;GH2;GH23;GH25;GH31;GH36;GH53;GH65;GH68;GH70;GH73;GH8;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51;GT8	50	70	0
GCF_000411435.1	28	GH1;GH109;GH112;GH123;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH5;GH53;GH65;GH77;GH85;GH95	CBM25;CBM41;CBM48;CBM5;CBM50;CBM61;CE2;CE20;CE4;CE9;GH1;GH109;GH112;GH123;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH5;GH53;GH65;GH77;GH85;GH95;GT119;GT2;GT28;GT35;GT4;GT51	85	49	0
GCF_000412205.1	18	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH68;GH70;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH68;GH70;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	89	160	0
GCF_000414215.2	16	GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT1;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	79	50	0
GCF_000417005.1	6	GH13;GH2;GH32;GH36;GH65;GH73	CBM50;GH13;GH2;GH32;GH36;GH65;GH73;GT111;GT113;GT119;GT125;GT14;GT2;GT28;GT4;GT51	33	71	0
GCF_000418475.1	20	GH1;GH109;GH126;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH36;GH4;GH59;GH65;GH73;GH78;GH88	AA1;CBM32;CBM34;CBM48;CBM50;CBM67;CE4;CE9;GH1;GH109;GH126;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH36;GH4;GH59;GH65;GH73;GH78;GH88;GT119;GT122;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12	83	80	0
GCF_000418495.1	24	GH1;GH109;GH115;GH126;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH4;GH43;GH59;GH65;GH73;GH78;GH88	AA1;AA4;CBM32;CBM34;CBM48;CBM50;CBM67;CE1;CE4;CE9;GH1;GH109;GH115;GH126;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH4;GH43;GH59;GH65;GH73;GH78;GH88;GT113;GT119;GT122;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	99	79	0
GCF_000418515.1	19	GH1;GH109;GH125;GH13;GH136;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88	AA7;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH136;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88;GT111;GT113;GT119;GT122;GT125;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	92	90	0
GCF_000422165.1	9	GH1;GH13;GH170;GH2;GH25;GH3;GH31;GH65;GH73	CBM32;CBM34;CE9;GH1;GH13;GH170;GH2;GH25;GH3;GH31;GH65;GH73;GT119;GT14;GT2;GT26;GT28;GT32;GT4;GT51;GT8	35	60	0
GCF_000439275.1	11	GH120;GH13;GH2;GH25;GH31;GH36;GH42;GH65;GH68;GH73;GH8	CBM50;GH120;GH13;GH2;GH25;GH31;GH36;GH42;GH65;GH68;GH73;GH8;GT111;GT113;GT119;GT125;GT2;GT28;GT32;GT4;GT51;GT8	55	66	0
GCF_000439915.2	12	GH1;GH13;GH170;GH23;GH25;GH3;GH31;GH32;GH36;GH65;GH73;GH8	CBM32;CBM34;CE9;GH1;GH13;GH170;GH23;GH25;GH3;GH31;GH32;GH36;GH65;GH73;GH8;GT1;GT11;GT113;GT119;GT125;GT2;GT26;GT28;GT32;GT4;GT51;GT8	54	64	0
GCF_000442825.1	15	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT111;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	69	70	0
GCF_000442865.1	15	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT111;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	67	69	0
GCF_000466525.1	22	GH1;GH101;GH110;GH123;GH129;GH13;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH33;GH36;GH42;GH43;GH51;GH77;GH84;GH89;GH95	CBM13;CBM32;CBM48;CBM50;CBM51;CE4;GH1;GH101;GH110;GH123;GH129;GH13;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH33;GH36;GH42;GH43;GH51;GH77;GH84;GH89;GH95;GT111;GT119;GT2;GT28;GT35;GT4;GT51;GT8	57	55	0
GCF_000466545.1	33	GH1;GH109;GH112;GH125;GH129;GH13;GH140;GH154;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH30;GH31;GH32;GH33;GH35;GH36;GH38;GH42;GH43;GH5;GH53;GH59;GH77;GH78;GH85;GH95	CBM25;CBM32;CBM41;CBM48;CBM5;CBM61;CBM67;CE4;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH140;GH154;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH30;GH31;GH32;GH33;GH35;GH36;GH38;GH42;GH43;GH5;GH53;GH59;GH77;GH78;GH85;GH95;GT119;GT122;GT2;GT28;GT35;GT4;GT51	88	50	0
GCF_000466785.3	9	GH13;GH2;GH23;GH25;GH3;GH32;GH36;GH65;GH73	CBM50;GH13;GH2;GH23;GH25;GH3;GH32;GH36;GH65;GH73;GT111;GT113;GT119;GT125;GT14;GT2;GT28;GT4;GT51	37	87	0
GCF_000466905.3	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	91	158	0
GCF_000469365.1	14	GH1;GH13;GH2;GH25;GH3;GH30;GH31;GH36;GH42;GH43;GH51;GH65;GH73;GH8	CBM50;CBM91;CE4;CE9;GH1;GH13;GH2;GH25;GH3;GH30;GH31;GH36;GH42;GH43;GH51;GH65;GH73;GH8;GT119;GT131;GT2;GT26;GT28;GT4;GT51	53	87	0
GCF_000469705.1	15	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT111;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	64	64	0
GCF_000469745.1	14	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	67	66	0
GCF_000469765.1	15	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT111;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	67	66	0
GCF_000471945.1	17	GH1;GH10;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM9;CBM91;CE2;CE20;CE4;CE5;GH1;GH10;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	75	46	0
GCF_000473935.1	15	GH1;GH109;GH13;GH170;GH188;GH2;GH25;GH31;GH32;GH36;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH25;GH31;GH32;GH36;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	79	138	0
GCF_000474695.1	22	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH43;GH65;GH73;GH78;GH8;GH92	AA10;AA4;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH43;GH65;GH73;GH78;GH8;GH92;GT111;GT119;GT125;GT127;GT2;GT26;GT28;GT35;GT4;GT5;GT51	113	145	0
GCF_000478255.1	23	GH1;GH109;GH113;GH115;GH125;GH13;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92	AA10;CBM32;CBM34;CBM48;CBM5;CBM50;CBM91;CE20;CE4;CE7;CE9;GH1;GH109;GH113;GH115;GH125;GH13;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92;GT11;GT119;GT2;GT28;GT35;GT4;GT5;GT51;GT92	97	69	0
GCF_000493335.1	9	GH1;GH13;GH170;GH2;GH25;GH3;GH31;GH65;GH73	CBM32;CBM34;CE9;GH1;GH13;GH170;GH2;GH25;GH3;GH31;GH65;GH73;GT119;GT14;GT2;GT26;GT28;GT32;GT4;GT51;GT8	36	59	0
GCF_000493455.1	9	GH1;GH13;GH170;GH2;GH23;GH25;GH31;GH65;GH73	CBM32;CBM34;CE9;GH1;GH13;GH170;GH2;GH23;GH25;GH31;GH65;GH73;GT111;GT119;GT127;GT2;GT26;GT28;GT32;GT4;GT51;GT8	35	59	0
GCF_000493555.1	8	GH1;GH170;GH2;GH25;GH3;GH31;GH4;GH73	CBM32;CE9;GH1;GH170;GH2;GH25;GH3;GH31;GH4;GH73;GT1;GT111;GT119;GT14;GT2;GT26;GT28;GT32;GT4;GT51;GT8	34	60	0
GCF_000496265.1	11	GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH65;GH73	CBM50;CE2;CE20;CE9;GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH65;GH73;GT113;GT119;GT125;GT2;GT26;GT28;GT4;GT51;GT8	47	65	0
GCF_000496435.1	9	GH13;GH2;GH23;GH25;GH32;GH36;GH65;GH70;GH73	CBM34;CBM50;GH13;GH2;GH23;GH25;GH32;GH36;GH65;GH70;GH73;GT111;GT113;GT119;GT125;GT14;GT2;GT28;GT4;GT51	37	71	0
GCF_000497735.1	29	GH101;GH109;GH112;GH121;GH125;GH127;GH13;GH136;GH146;GH172;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH53;GH77;GH85	CBM13;CBM22;CBM32;CBM48;CBM50;CBM6;CBM61;CBM91;CE8;CE9;GH101;GH109;GH112;GH121;GH125;GH127;GH13;GH136;GH146;GH172;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH53;GH77;GH85;GT111;GT119;GT2;GT28;GT35;GT4;GT51	86	52	0
GCF_000497795.1	15	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT111;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	66	66	0
GCF_000507045.1	22	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51	111	151	0
GCF_000521265.1	7	GH13;GH2;GH23;GH25;GH32;GH73;GH77	CBM50;CE1;CE4;CE9;GH13;GH2;GH23;GH25;GH32;GH73;GH77;GT1;GT119;GT2;GT28;GT35;GT4;GT51;GT8	38	60	0
GCF_000521285.1	6	GH13;GH23;GH25;GH32;GH73;GH77	CBM50;CE1;CE4;CE9;GH13;GH23;GH25;GH32;GH73;GH77;GT113;GT119;GT125;GT2;GT28;GT35;GT4;GT51;GT8	41	51	0
